Drug_name	approved
N-[(E)-3-[(2r,3s,4r,5r)-5-(6-Aminopurin-9-Yl)-3,4-Dihydroxyoxolan-2-Yl]Prop-2-Enyl]-2,3-Dihydroxy-5-Nitrobenzamide	Not approved
Neamine	Not approved
Nebacumab	Not approved
Nebicapone	Not approved
Nebivolol	AIFA/FDA
Nebularine	Not approved
Necitumumab	EMA
Necuparanib	Not approved
Nedaplatin	FDA
Nedisertib	Not approved
Nedocromil	AIFA/FDA
Nefazodone	FDA
Nefiracetam	Not approved
Neflamapimod	Not approved
Nefopam	FDA
Neisseria Meningitidis Group A Capsular Oligosaccharide Diphtheria Crm197 Protein Conjugate Antigen	FDA
Neisseria Meningitidis Group A Capsular Polysaccharide Tetanus Toxoid Conjugate Antigen	FDA
Neisseria Meningitidis Group C Capsular Oligosaccharide Diphtheria Crm197 Protein Conjugate Antigen	FDA
Neisseria Meningitidis Group C Capsular Polysaccharide Tetanus Toxoid Conjugate Antigen	FDA
Neisseria Meningitidis Group W-135 Capsular Oligosaccharide Diphtheria Crm197 Protein Conjugate Antigen	FDA
Neisseria Meningitidis Group W-135 Capsular Polysaccharide Tetanus Toxoid Conjugate Antigen	FDA
Neisseria Meningitidis Group Y Capsular Oligosaccharide Diphtheria Crm197 Protein Conjugate Antigen	FDA
Neisseria Meningitidis Group Y Capsular Polysaccharide Tetanus Toxoid Conjugate Antigen	FDA
Neladenoson Bialanate	Not approved
Nelarabine	AIFA/EMA/FDA
Nelfinavir	AIFA/FDA
Nelipepimut-S	Not approved
Nelivaptan	Not approved
Nelotanserin	Not approved
Neltenexine	Not approved
Nelumbo Nucifera Flower	FDA
Nemiralisib	Not approved
Nemolizumab	Not approved
Nemonoxacin	Not approved
Nemorexant	Not approved
Neocartilage	Not approved
Neocitrullamon	Not approved
Neodymium	Not approved
Neomycin	FDA
Neon	FDA
Neopterin	Not approved
Neosaxitoxin	Not approved
Neostigmine	AIFA/FDA
Nepadutant	Not approved
Nepafenac	AIFA/EMA/FDA
Nepicastat	Not approved
Nepidermin	Not approved
Nepinalone	Not approved
Neramexane	Not approved
Neratinib	AIFA/EMA/FDA
Neridronic Acid	Not approved
Nerispirdine	Not approved
Nerofe	Not approved
Nerve Growth Factor	Not approved
Nesbuvir	Not approved
Nesiritide	FDA
Nesvacumab	Not approved
Netarsudil	Not approved
Netazepide	Not approved
N-(Ethoxycarbonyl)-L-Leucine	Not approved
N-Ethyl-4-{[5-(Methoxycarbamoyl)-2-Methylphenyl]Amino}-5-Methylpyrrolo[2,1-F][1,2,4]Triazine-6-Carboxamide	Not approved
N-Ethyl-5'-Carboxamido Adenosine	Not approved
N-Ethylmaleimide	Not approved
N-Ethyl-N-[3-(Propylamino)Propyl]Propane-1,3-Diamine	Not approved
N-Ethyl-N-Isopropyl-3-Methyl-5-{[(2s)-2-(Pyridin-4-Ylamino)Propyl]Oxy}Benzamide	Not approved
N-Ethylretinamide	Not approved
Netilmicin	AIFA/FDA
Netivudine	Not approved
Netoglitazone	Not approved
Netupitant	FDA
Netupitant, Palonosetron	EMA
Neuradiab	Not approved
Neuropeptide Y	FDA
Nevanimibe	Not approved
Nevirapine	AIFA/EMA/FDA
Nf-Kappab Decoy	Not approved
N-Formylmethionine	Not approved
N-Formylpiperidine	Not approved
N-[(Furan-2-Yl)Carbonyl]-(S)-Leucyl-(R)-[1-Amino-2(1h-Indol-3-Yl)Ethyl]-Phosphonic Acid	Not approved
N(G)-Iminoethylornithine	Not approved
Ngx267	Not approved
N-Heptylformamide	Not approved
N-Hexadecanoylglycine	Not approved
N-Hexanoyl-L-Homocysteine	Not approved
N-Hexanoyl-L-Homoserine	Not approved
N-Hexylphosphonate Ethyl Ester	Not approved
N-Hydroxy-1-(4-Methoxyphenyl)Sulfonyl-4-Benzyloxycarbonyl-Piperazine-2-Carboxamide	Not approved
N-Hydroxy 1n(4-Methoxyphenyl)Sulfonyl-4-(Z,E-N-Methoxyimino)Pyrrolidine-2r-Carboxamide	Not approved
N-Hydroxy-2-[4-(4-Phenoxy-Benzenesulfonyl)-Tetrahydro-Pyran-4-Yl]-Acetamide	Not approved
N-Hydroxy-4-({4-[4-(Trifluoromethyl)Phenoxy]Phenyl}Sulfonyl)Tetrahydro-2h-Pyran-4-Carboxamide	Not approved
N-Hydroxy-4-[(4-Methoxylphenyl)Sulfonyl]-2,2-Dimethyl-Hexahydro-1,4-Thiazepine-3(S)-Carboxamide	Not approved
N-Hydroxy-4-(Methyl{[5-(2-Pyridinyl)-2-Thienyl]Sulfonyl}Amino)Benzamide	Not approved
N-Hydroxy-4-Phosphono-Butanamide	Not approved
N-Hydroxy-5-[(3-Phenyl-5,6-Dihydroimidazo[1,2-A]Pyrazin-7(8h)-Yl)Carbonyl]Thiophene-2-Carboxamide	Not approved
N-Hydroxyguanidine	Not approved
N-Hydroxy-N-Isopropyloxamic Acid	Not approved
Niacin	FDA
Niacinamide Ascorbate	FDA
Nialamide	FDA
Niaprazine	Not approved
Nicaraven	Not approved
Nicardipine	AIFA/FDA
Nicergoline	FDA
Niceritrol	Not approved
Nickel Cation	Not approved
Nickel Sulfate	FDA
Niclosamide	AIFA/FDA
Nicoboxil	FDA
Nicofetamide	Not approved
Nicofuranose	Not approved
Nicomorphine	Not approved
Nicorandil	FDA
Nicotinaldehyde	Not approved
Nicotinamide	FDA
Nicotinamide 8-Bromo-Adenine Dinucleotide Phosphate	Not approved
Nicotinamide Adenine Dinucleotide 3-Pentanone Adduct	Not approved
Nicotinamide-Adenine-Dinucleotide-5-Hydroxy-4-Oxonorvaline	Not approved
Nicotinamide Adenine Dinucleotide Cyclohexanone	Not approved
Nicotinamide Adenine Dinucleotide Phosphate	Not approved
Nicotinamide Mononucleotide	Not approved
Nicotinamide Riboside	Not approved
Nicotine	FDA
Nicotinyl Alcohol	Not approved
Nidufexor	Not approved
Nifedipine	AIFA/FDA
Nifekalant	Not approved
Nifenazone	Not approved
Niflumic Acid	Not approved
Nifuratel	Not approved
Nifuroxazide	Not approved
Nifurpirinol	Not approved
Nifurtimox	FDA
Nifurtoinol	Not approved
Nifurzide	Not approved
Nigericin	Not approved
Niguldipine	Not approved
Nikethamide	Not approved
Nikkomycin Z	Not approved
Nilotinib	AIFA/EMA/FDA
Niludipine	Not approved
Nilutamide	FDA
Nilvadipine	FDA
Nimacimab	Not approved
Nimesulide	AIFA/FDA
Nimodipine	AIFA/FDA
Nimorazole	Not approved
Nimotuzumab	Not approved
Nimustine	Not approved
N-(Indole-3-Acetyl)-L-Aspartic Acid	Not approved
Ningetinib	Not approved
Nintedanib	AIFA/EMA/FDA
Niobium	Not approved
Nipecotic Acid	Not approved
Niperotidine	Not approved
Nipocalimab	Not approved
Niraparib	AIFA/EMA/FDA
Niraxostat	Not approved
Niridazole	Not approved
Nirogacestat	Not approved
Nirsevimab	Not approved
N-Isobutyl-N-[4-Methoxyphenylsulfonyl]Glycyl Hydroxamic Acid	Not approved
Nisoldipine	AIFA/FDA
N-[Isoleucinyl]-N'-[Adenosyl]-Diaminosufone	Not approved
Nisoxetine	Not approved
Nitazoxanide	FDA
Nitenpyram	Not approved
Nitisinone	AIFA/EMA/FDA
Nitrate	Not approved
Nitrazepam	FDA
Nitrazolam	Not approved
Nitrendipine	AIFA/FDA
Nitric Acid	Not approved
Nitric Oxide	Not approved
Nitrilotriacetic Acid	Not approved
Nitrite	FDA
Nitroarginine	Not approved
Nitroaspirin	Not approved
Nitrocefin	Not approved
Nitrocefin Acyl-Serine	Not approved
Nitrofural	FDA
Nitrofurantoin	FDA
Nitrogen	FDA
Nitrogen Trichloride	Not approved
Nitroglycerin	AIFA/FDA
Nitromethyldethia Coenzyme A	Not approved
Nitroprusside	FDA
Nitrosoethane	Not approved
Nitrous Acid	FDA
Nitrous Oxide	FDA
Nitroxoline	Not approved
Nivocasan	Not approved
Nivolumab	AIFA/EMA/FDA
Nizatidine	AIFA/FDA
Nizofenone	Not approved
Nkg2d-Ace2 Car-Nk Cell	Not approved
Nlx-P101	Not approved
Nm-3	Not approved
Nm-404 I-131	Not approved
Nm-702	Not approved
N-Methyl-1-(2-Thiophen-2-Ylphenyl)Methanamine	Not approved
N-Methyl-1-[4-(9h-Purin-6-Yl)Phenyl]Methanamine	Not approved
N-Methyl-{4-[2-(7-Oxo-6,7-Dihydro-8h-[1,3]Thiazolo[5,4-E]Indol-8-Ylidene)Hydrazino]Phenyl}Methanesulfonamide	Not approved
N-Methyl-4-{[(2-Oxo-1,2-Dihydro-3h-Indol-3-Ylidene)Methyl]Amino}Benzenesulfonamide	Not approved
N-Methyl(5-(Pyridin-3-Yl)Furan-2-Yl)Methanamine	Not approved
N-Methylalanyl-3-Methylvalyl-4-Phenoxy-N-(1,2,3,4-Tetrahydronaphthalen-1-Yl)Prolinamide	Not approved
N-Methyl-Alpha-Beta-Dehydroalanine	Not approved
N-Methyldehydrobutyrine	Not approved
N-Methylleucine	Not approved
N-Methylmesoporphyrin	Not approved
N-Methylmesoporphyrin Containing Copper	Not approved
N-Methyl-N-[(1r)-1-Methyl-2-Phenylethyl]Prop-2-En-1-Amine	Not approved
N-Methyl-N-[3-(6-Phenyl[1,2,4]Triazolo[4,3-B]Pyridazin-3-Yl)Phenyl]Acetamide	Not approved
N-Methylnaloxonium	Not approved
N-Methylnicotinamide	Not approved
N-Methyl-N-(Methylbenzyl)Formamide	Not approved
N-Methylphenylalanyl-N-[(Trans-4-Aminocyclohexyl)Methyl]-L-Prolinamide	Not approved
N-Methyl-Pyridoxal-5'-Phosphate	Not approved
N-(M-Trifluoromethylphenyl) Phenoxazine-4,6-Dicarboxylic Acid	Not approved
N,N-[2,5-O-Di-2-Fluoro-Benzyl-Glucaryl]-Di-[1-Amino-Indan-2-Ol]	Not approved
N,N-[2,5-O-Dibenzyl-Glucaryl]-Di-[1-Amino-Indan-2-Ol]	Not approved
N,N-[2,5-O-[Dibenzyl]-Glucaryl]-Di-[Isoleucyl-Amido-Methane]	Not approved
N,N-[2,5-O-Dibenzyl-Glucaryl]-Di-[Valinyl-Aminomethanyl-Pyridine]	Not approved
Nn344	Not approved
[N-[N-(4-Methoxy-2,3,6-Trimethylphenylsulfonyl)-L-Aspartyl]-D-(4-Amidino-Phenylalanyl)]-Piperidine	Not approved
N-Naphthalen-1-Ylmethyl-2'-[3,5-Dimethoxybenzamido]-2'-Deoxy-Adenosine	Not approved
N,N'-[Biphenyl-4,4'-Diyldi(2r)Propane-2,1-Diyl]Dimethanesulfonamide	Not approved
N,N-Bis(3-(D-Gluconamido)Propyl)Deoxycholamide	Not approved
N,N-Bis(4-Chlorobenzyl)-1h-1,2,3,4-Tetraazol-5-Amine	Not approved
N,N-Diethyl-2-[(2-Thienylcarbonyl)Amino]-4,5,6,7-Tetrahydro-1-Benzothiophene-3-Carboxamide	Not approved
N,N-Dimethyl-4-(4-Phenyl-1h-Pyrazol-3-Yl)-1h-Pyrrole-2-Carboxamide	Not approved
N,N-Dimethyl(5-(Pyridin-3-Yl)Furan-2-Yl)Methanamine	Not approved
N,N-Dimethylarginine	Not approved
N,N-Dimethylformamide	Not approved
N,N-Dimethylglycine	Not approved
N,N-Dimethyl-L-Alanine	Not approved
N,N'-Dimethyl-N-(Acetyl)-N'-(7-Nitrobenz-2-Oxa-1,3-Diazol-4-Yl)Ethylenediamine	Not approved
N,N'-Diphenyl-1,4-Phenylenediamine	FDA
N,N'-Diphenylpyrazolo[1,5-A][1,3,5]Triazine-2,4-Diamine	Not approved
N,N,N-Trimethyl-2-(Phosphonooxy)Ethanaminium	Not approved
N,N,N-Trimethylglycinium	Not approved
Nnz-2591	Not approved
N,O6-Disulfo-Glucosamine	Not approved
Nocodazole	Not approved
N-Octyl-2-Hydroxyethyl Sulfoxide	Not approved
N,O-Didansyl-L-Tyrosine	Not approved
Nogalaviketone	Not approved
Nojirimycine Tetrazole	Not approved
Nolasiban	Not approved
Nolatrexed	Not approved
Nomacopan	Not approved
N-Omega-Nitro-L-Arginine Methyl Ester	Not approved
N-Omega-Propyl-L-Arginine	Not approved
Nomegestrol	AIFA/FDA
Nomegestrol Acetate	FDA
Nomegestrol, Estradiol	EMA
Nomifensine	FDA
Nona-Arginine	Not approved
Nonacog Alfa	EMA
Nonacog Beta Pegol	EMA
Nonacog Gamma	EMA
Nonan-1-Ol	Not approved
Nonoxynol-9	FDA
Nop-1a	Not approved
N-[O-Phosphono-Pyridoxyl]-Isoleucine	Not approved
Norbixin	Not approved
Norcamphor	Not approved
Nordazepam	Not approved
Norelgestromin	FDA
Norelgestromin, Ethinyl Estradiol	EMA
Norepinephrine	AIFA/FDA
Norethandrolone	Not approved
Norethindrone Enanthate	Not approved
Norethisterone	AIFA/FDA
Norethynodrel	FDA
Norfenefrine	Not approved
Norfloxacin	AIFA/FDA
Norflurane	FDA
Norgestimate	FDA
Norgestrel	FDA
Norgestrienone	Not approved
Norleucine	Not approved
Norleucine Phosphonate	Not approved
Normethadone	FDA
Nor-Noha	Not approved
Northern Bluefin Tuna	FDA
Northern Brown Shrimp	FDA
Nortriptyline	AIFA/FDA
Norursodeoxycholic Acid	Not approved
Norvaline	Not approved
Noscapine	FDA
Nov-002	Not approved
Novobiocin	FDA
Novo Nordisk A/S Compound	Not approved
Nox-100	Not approved
Nox-700	Not approved
N-Oxo-2-[(4-Phenylphenyl)Sulfonylamino]Ethanamide	Not approved
N-Oxo-2-(Phenylsulfonylamino)Ethanamide	Not approved
Noxytiolin	FDA
Np-50301	Not approved
N-(Para-Glutaramidophenyl-Ethyl)-Piperidinium-N-Oxide	Not approved
N-(P-Cyanophenyl)-N'-Diphenylmethyl-Guanidine-Acetic Acid	Not approved
Np-G2-044	Not approved
N-Phenyl-1h-Pyrazole-3-Carboxamide	Not approved
N-Phenyl-1h-Pyrrolo[2,3-B]Pyridin-3-Amine	Not approved
N-Phenylthiourea	Not approved
N-(Phosphonoacetyl)-L-Ornithine	Not approved
Npi 32101	Not approved
N-Propargyl-1(S)-Aminoindan	Not approved
N-Propyl Isocyanide	Not approved
Nps-2143	Not approved
N-(Pyridin-3-Ylmethyl)Aniline	Not approved
N-Pyridoxyl-1-Amino-Cyclopropanecarboxylic Acid-5-Monophosphate	Not approved
N-Pyridoxyl-2-Methylalanine-5-Phosphate	Not approved
N-Pyridoxyl-2-Methyl-L-Glutamic Acid-5'-Monophosphate	Not approved
N-Pyridoxyl-7-Keto-8-Aminopelargonic Acid-5'-Monophosphate	Not approved
N-Pyridoxyl-D-Glutamic Acid-5'-Monophosphate	Not approved
N-Pyridoxyl-Glycine-5-Monophosphate	Not approved
N-Pyridoxyl-Threonine-5-Monophosphate	Not approved
N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea	Not approved
N-(Quinolin-8-Yl)Methanesulfonamide	Not approved
N-(R-Carboxy-Ethyl)-Alpha-(S)-(2-Phenylethyl)	Not approved
Nrp409	Not approved
Nrx-1074	Not approved
Ns-018	Not approved
Ns-2359	Not approved
Ns-3728	Not approved
Ns-398	Not approved
Nsi-189	Not approved
N-Succinyl Methionine	Not approved
N-Succinyl Phenylglycine	Not approved
N-(Sulfanylacetyl)Tyrosylprolylmethioninamide	Not approved
N-Sulfo-Flavin Mononucleotide	Not approved
N-Sulfoglucosamine Sulfohydrolase Recombinant	Not approved
N-(Tert-Butyl)-3,5-Dimethyl-N'-[(5-Methyl-2,3-Dihydro-1,4-Benzodioxin-6-Yl)Carbonyl]Benzohydrazide	Not approved
N-(Tert-Butyl)-4-[5-(Pyridin-2-Ylamino)Quinolin-3-Yl]Benzenesulfonamide	Not approved
N-[Tosyl-D-Prolinyl]Amino-Ethanethiol	Not approved
N-(Trans-4-{(1s,2s)-2-Amino-3-[(3s)-3-Fluoropyrrolidin-1-Yl]-1-Methyl-3-Oxopropyl}Cyclohexyl)-N-Methylacetamide	Not approved
N-(Trans-4'-Nitro-4-Stilbenyl)-N-Methyl-5-Amino-Pentanoic Acid	Not approved
N-Tridecanoic Acid	Not approved
Ntx-265	Not approved
Nu1025	Not approved
Nuc-1031	Not approved
Nuc B1000	Not approved
Nusinersen	AIFA/EMA/FDA
Nutmeg Oil	Not approved
Nv-07a	Not approved
Nv1020	Not approved
Nv-18	Not approved
N-Valeric Acid	Not approved
Nvp-Leq-506	Not approved
Nvs Antibody	Not approved
Nvx-Cov2373	Not approved
Nx-1207	Not approved
Nxn-188	Not approved
Nylidrin	FDA
Nystatin	AIFA/FDA
Nz-(1-Carboxyethyl)-Lysine	Not approved
Nz-(Dicarboxymethyl)Lysine	Not approved
O1-Methyl-4-Deoxy-4-Thio-Alpha-D-Glucose	Not approved
O1-Pentyl-Mannose	Not approved
O-(((1r)-((N-(Phenyl-Methoxy-Carbonyl)-Alanyl)-Amino)Methyl)Hydroxyphosphinyl)3-L-Phenyllactate	Not approved
O-(((1r)-((N-Phenylmethoxycarbonyl-L-Alanyl)Amino)Ethyl)Hydroxyphosphono)-L-Benzylacetic Acid	Not approved
O-[2-(1,3-Dioxo-1,3-Dihydro-2h-Isoindol-2-Yl)Ethyl] (4-Bromophenyl)Thiocarbamate	Not approved
O-[2-(1,3-Dioxo-1,3-Dihydro-2h-Isoindol-2-Yl)Ethyl] (4-Chlorophenyl)Thiocarbamate	Not approved
O-[2-(1,3-Dioxo-1,3-Dihydro-2h-Isoindol-2-Yl)Ethyl] (4-Iodophenyl)Thiocarbamate	Not approved
O2-Sulfo-Glucuronic Acid	Not approved
O3-Sulfonylgalactose	Not approved
O6-Cyclohexylmethoxy-2-(4'-Sulphamoylanilino) Purine	Not approved
O6-(R)-Roscovitine, R-2-(6-Benzyloxy-9-Isopropyl-9h-Purin-2-Ylamino)-Butan-1-Ol	Not approved
O-Acetyl-L-Serine	Not approved
Obatoclax	Not approved
Obe101	Not approved
O-Benzylsulfonyl-Serine	Not approved
Obeticholic Acid	AIFA/EMA/FDA
Obexelimab	Not approved
Obi-3424	Not approved
Obicetrapib	Not approved
Obidoxime	Not approved
Obiltoxaximab	Not approved
Obinepitide	Not approved
Obinutuzumab	AIFA/EMA/FDA
Oblimersen	AIFA
Obp-801	Not approved
O-Bromophenol	Not approved
Oc-1012	Not approved
Oc-459	Not approved
Ocaperidone	Not approved
Ochromycinone	Not approved
Ocimum Tenuiflorum Top	FDA
Ocinaplon	Not approved
Ocrelizumab	AIFA/EMA/FDA
Ocriplasmin	AIFA/EMA/FDA
Ocrylate	Not approved
Octamethylenediamine	Not approved
Octamoxin	Not approved
Octane-1,3,5,7-Tetracarboxylic Acid	Not approved
Octanoyl-Coenzyme A	Not approved
Octasulfur	FDA
Octenidine	Not approved
Octocog Alfa	EMA
Octopamine	Not approved
Octreotide	AIFA/FDA
Octyl 3-Amino-3-Deoxy-2-O-(2,6-Dideoxy-Alpha-L-Lyxo-Hexopyranosyl)-Beta-D-Galactopyranoside	Not approved
Octyl 3-Deoxy-2-O-(6-Deoxy-Alpha-L-Galactopyranosyl)-Beta-D-Xylo-Hexopyranoside	Not approved
Octyl Alpha-L-Altropyranoside	Not approved
Octyl Beta-D-Galactopyranoside	Not approved
Octyldodecanol	Not approved
Octylphenoxy Polyethoxyethanol	Not approved
Octyl Triazone	Not approved
O-Cymen-5-Ol	Not approved
Odalasvir	Not approved
Odanacatib	Not approved
O-Decyl Hydrogen Thiocarbonate	Not approved
Odesivimab	FDA
Odevixibat	Not approved
Odiparcil	Not approved
Oestrogens Conjugated, Bazedoxifene	EMA
Ofatumumab	AIFA/FDA
Ofloxacin	FDA
Ofranergene Obadenovec	Not approved
Oglemilast	Not approved
Oglufanide	Not approved
Ohmefentanyl	Not approved
Olacaftor	Not approved
Olaflur	Not approved
Olanzapine	AIFA/EMA/FDA
Olaparib	AIFA/EMA/FDA
Olaparib-Bodipy Fl	Not approved
Olaptesed Pegol	Not approved
Olaratumab	AIFA/FDA
Olcegepant	Not approved
Olea Europaea Leaf	Not approved
Oleandrin	Not approved
Oleclumab	Not approved
Oleic Acid	FDA
Olenasufligene Relduparvovec	Not approved
Olendalizumab	Not approved
Oleoyl Chloride	Not approved
Oleoyl-Estrone	Not approved
Oliceridine	FDA
Olinciguat	Not approved
Olinvacimab	Not approved
Olipudase Alfa	Not approved
Olmesartan	AIFA/FDA
Olmutinib	AIFA
Olodanrigan	Not approved
Olodaterol	AIFA/FDA
Olokizumab	Not approved
Olomoucine	Not approved
Olomoucine Ii	Not approved
Olopatadine	Not approved
Olorinab	Not approved
Olorofim	Not approved
Olsalazine	FDA
Oltipraz	Not approved
Olumacostat Glasaretil	Not approved
Olutasidenib	Not approved
Olvimulogene Nanivacirepvec	Not approved
Omacetaxine Mepesuccinate	AIFA/FDA
Omadacycline	FDA
Omalizumab	AIFA/EMA/FDA
Omapatrilat	Not approved
Omarigliptin	Not approved
Omaveloxolone	Not approved
Ombitasvir	AIFA/FDA
Ombitasvir, Paritaprevir, Ritonavir	EMA
Ombrabulin	Not approved
Omburtamab	Not approved
Omecamtiv Mecarbil	Not approved
Omega-6 Fatty Acids	Not approved
Omeprazole	AIFA/FDA
Omidenepag Isopropyl	Not approved
Omiganan	Not approved
Omigapil	Not approved
Omipalisib	Not approved
Omoconazole	Not approved
Oms-103hp	Not approved
O-(N-Acetyl-Alpha-D-Galactosaminyl)-L-Serine	Not approved
Onalespib	Not approved
Onapristone	Not approved
Onartuzumab	Not approved
Onasemnogene Abeparvovec	Not approved
Onc-201	Not approved
Ondansetron	AIFA/FDA
Ondelopran	Not approved
Onercept	Not approved
Onfekafusp Alfa	Not approved
Ono-2952	Not approved
Ono-8539	Not approved
Ont-093	Not approved
Ontamalimab	Not approved
Ontuxizumab	Not approved
Onvansertib	Not approved
O,O-Diethyl Hydrogen Thiophosphate	Not approved
Opaganib	Not approved
Opaviraline	Not approved
Opc-14523	Not approved
Opc-28326	Not approved
Opc-51803	Not approved
Opebacan	Not approved
Open Form Of 2'-Deoxy-Ribofuranose-5'-Phosphate	Not approved
Opicapone	AIFA/EMA/FDA
Opicinumab	Not approved
Opipramol	Not approved
Opiranserin	Not approved
Oportuzumab Monatox	Not approved
Oprelvekin	FDA
Oprozomib	Not approved
Oral Polio Vaccine	Not approved
Orantinib	Not approved
Orciprenaline	FDA
Ore-1001	Not approved
Oregon Green 488 Carboxylate	Not approved
Oregovomab	Not approved
Orelabrutinib	Not approved
Org-25435	Not approved
Org-25935	Not approved
Org-31710	Not approved
Org-34517	Not approved
Orilanolimab	Not approved
Oritavancin	EMA
Orlistat	EMA
Orm-12741	Not approved
Orm-13070 C-11	Not approved
Ormeloxifene	Not approved
Ornidazole	Not approved
Ornipressin	Not approved
Ornithine	FDA
Orotic Acid	Not approved
Orotidylic Acid	Not approved
Orp-101	Not approved
Orphenadrine	FDA
Ortataxel	Not approved
Orteronel	Not approved
Orthonitrophenyl-Beta-D-Fucopyranoside	Not approved
Orthosiphon Aristatus Leaf	FDA
Orvepitant	Not approved
Osalmid	Not approved
Osanetant	Not approved
Osbond Acid	Not approved
Oseltamivir	AIFA/EMA/FDA
Oseltamivir Acid	Not approved
Osi-027	Not approved
Osi-461	Not approved
Osi-7836	Not approved
Osi-7904l	Not approved
Osi-930	Not approved
Osilodrostat	EMA
Osimertinib	AIFA/EMA/FDA
Osocimab	Not approved
Osoresnontrine	Not approved
Ospemifene	AIFA/EMA/FDA
Ostrea Edulis Shell	Not approved
O-Succinylbenzoate	Not approved
Ot-551	Not approved
Ot-730	Not approved
Otamixaban	Not approved
Otelixizumab	Not approved
Otenabant	Not approved
Oteracil	FDA
Oteseconazole	Not approved
Otilimab	Not approved
Otilonium	Not approved
Otl-38	Not approved
Otlertuzumab	Not approved
O-Trifluoromethylphenyl Anthranilic Acid	Not approved
Otx-008	Not approved
Ouabain	FDA
Ovalicin	Not approved
Oxabolone	Not approved
Oxabolone Cipionate	Not approved
Oxaceprol	Not approved
Oxacillin	AIFA/FDA
Oxaflozane	Not approved
Oxalic Acid	Not approved
Oxaliplatin	AIFA/FDA
Oxaloacetate Ion	Not approved
Oxametacin	Not approved
Oxamic Acid	Not approved
Oxamniquine	FDA
Oxandrolone	FDA
Oxantel	Not approved
Oxaprotiline	Not approved
Oxaprozin	FDA
Oxatomide	AIFA/FDA
Oxazepam	FDA
Oxazepam Acetate	Not approved
Oxazolam	Not approved
Ox Bile Extract	FDA
Oxcarbazepine	AIFA/FDA
Oxeladin	FDA
Oxerutins	Not approved
Oxetacaine	FDA
Oxetorone	AIFA
Oxfendazole	Not approved
Oxfenicine	Not approved
Oxi-4503	Not approved
Oxibendazole	Not approved
Oxiconazole	FDA
Oxidized Acetyl Dithranol	Not approved
Oxidized Cellulose	AIFA
Oxidized Coenzyme A	Not approved
Oxidronic Acid	FDA
Oxilofrine	FDA
Oximinoarylsulfonamide	Not approved
Oxiracetam	Not approved
Oxiranpseudoglucose	Not approved
Oxitriptan	FDA
Oxitropium	AIFA
Oxogluric Acid	Not approved
Oxolamine	FDA
Oxolinic Acid	Not approved
Oxomemazine	Not approved
Oxothiazolidinecarboxylic Acid	Not approved
Oxprenolol	FDA
Oxtriphylline	FDA
Oxybenzone	FDA
Oxybuprocaine	FDA
Oxybutynin	AIFA/EMA/FDA
Oxycinchophen	Not approved
Oxycodone	AIFA/FDA
Oxyfedrine	Not approved
Oxygen	AIFA/FDA
Oxymatrine	Not approved
Oxymetazoline	FDA
Oxymetholone	FDA
Oxymorphone	FDA
Oxypertine	Not approved
Oxyphenbutazone	FDA
Oxyphencyclimine	FDA
Oxyphenisatin	Not approved
Oxyphenisatin Acetate	FDA
Oxyphenonium	FDA
Oxypurinol	Not approved
Oxytetracycline	FDA
Oxytocin	AIFA/FDA
Ozagrel	Not approved
Ozanezumab	Not approved
Ozanimod	AIFA/EMA/FDA
Ozarelix	Not approved
Ozenoxacin	FDA
Ozone	Not approved
Ozoralizumab	Not approved
P113d	Not approved
P1-(5'-Adenosyl)P5-(5'-(3'Azido-3'-Deoxythymidyl))Pentaphosphate	Not approved
P1-(5'-Adenosyl)P5-(5'-Thymidyl)Pentaphosphate	Not approved
P1-(Adenosine-5'-P5-(Uridine-5')Pentaphosphate	Not approved
P-(2'-Iodo-5'-Thenoyl)Hydrotropic Acid	Not approved
P54	Not approved
P-57as3	Not approved
Pa-1050040	Not approved
Pabinafusp Alfa	Not approved
Pac-1	Not approved
Pac-113	Not approved
Pac-14028	Not approved
Pacific Ocean Perch	FDA
Paclitaxel	AIFA/EMA/FDA
Paclitaxel Docosahexaenoic Acid	Not approved
Paclitaxel Poliglumex	Not approved
Paclitaxel Trevatide	Not approved
Pacritinib	Not approved
Pactimibe	Not approved
Padeliporfin	AIFA/EMA/FDA
Padimate O	FDA
Padsevonil	Not approved
Pafuramidine	Not approved
Pagoclone	Not approved
Palbociclib	AIFA/EMA/FDA
Palifermin	FDA
Palifosfamide	Not approved
Paliperidone	AIFA/EMA/FDA
Paliroden	Not approved
Palivizumab	AIFA/EMA/FDA
Palladium Pd-103	Not approved
Palmidrol	Not approved
Palmitic Acid	FDA
Palmitoleic Acid	Not approved
Palmitoyl-Linoleoyl Phosphatidylcholine	Not approved
Palmitoyl Tetrapeptide-7	Not approved
Palm Oil	Not approved
Palomid 529	Not approved
Palonosetron	AIFA/EMA/FDA
Palovarotene	Not approved
Paltusotine	Not approved
Pamidronic Acid	AIFA/FDA
P-Aminophenol	Not approved
P-Aminophenyl-Alpha-D-Galactopyranoside	Not approved
Pamiparib	Not approved
Pamrevlumab	Not approved
Panax Ginseng Fruit	Not approved
Panax Ginseng Root Oil	Not approved
Panax Ginseng Whole	Not approved
Panax Notoginseng Root	Not approved
Panax Quinquefolius Whole	Not approved
Pancreatic Polypeptide	Not approved
Pancrelipase	AIFA/FDA
Pancrelipase Lipase	FDA
Pancuronium	FDA
